"code","label","means_missing","description"
"1","grade I",FALSE,"Grade I"
"2","grade II",FALSE,"Grade II"
"3","grade III",FALSE,"Grade III"
"4","grade IV",FALSE,"Grade IV"
"5","T-cell",FALSE,"T-cell"
"6","B-cell",FALSE,"B-cell"
"7","null cell",FALSE,"Null cell"
"8","NK cell",FALSE,"NK (natural killer) cell"
"9","unknown",TRUE,"Grade/differentiation unknown, not stated, or not applicable"
