"code","label","means_missing","description"
"5390","miscellaneous general merchandise stores",FALSE,"miscellaneous general merchandise stores"
"5470","retail florists",FALSE,"retail florists"
"5480","office supplies and stationery stores",FALSE,"office supplies and stationery stores"
"5490","used merchandise stores",FALSE,"used merchandise stores"
"5570","gift, novelty, and souvenir shops",FALSE,"gift, novelty, and souvenir shops"
"5580","miscellaneous retail stores",FALSE,"miscellaneous retail stores"
"5590","electronic shopping",FALSE,"electronic shopping"
"5591","electronic auctions",FALSE,"electronic auctions"
"5592","mail order houses",FALSE,"mail order houses"
"5670","vending machine operators",FALSE,"vending machine operators"
"5680","fuel dealers",FALSE,"fuel dealers"
"5690","other direct selling establishments",FALSE,"other direct selling establishments"
"5790","not specified retail trade",FALSE,"not specified retail trade"
"6070","air transportation",FALSE,"air transportation"
"6080","rail transportation",FALSE,"rail transportation"
"6090","water transportation",FALSE,"water transportation"
"6170","truck transportation",FALSE,"truck transportation"
"6180","bus service and urban transit",FALSE,"bus service and urban transit"
"6190","taxi and limousine service",FALSE,"taxi and limousine service"
"6270","pipeline transportation",FALSE,"pipeline transportation"
"6280","scenic and sightseeing transportation",FALSE,"scenic and sightseeing transportation"
"6290","services incidental to transportation",FALSE,"services incidental to transportation"
"6370","postal service",FALSE,"postal service"
"6380","couriers and messengers",FALSE,"couriers and messengers"
"6390","warehousing and storage",FALSE,"warehousing and storage"
"6470","newspaper publishers",FALSE,"newspaper publishers"
"6480","periodical, book, and directory publishers",FALSE,"periodical, book, and directory publishers"
"6490","software publishers",FALSE,"software publishers"
"6570","motion pictures and video industries",FALSE,"motion pictures and video industries"
"6590","sound recording industries",FALSE,"sound recording industries"
"6670","radio and television broadcasting and cable subscription programming",FALSE,"radio and television broadcasting and cable subscription programming"
"6672","internet publishing and broadcasting and web search portals",FALSE,"internet publishing and broadcasting and web search portals"
"6680","wired telecommunications carriers",FALSE,"wired telecommunications carriers"
"6690","other telecommunications services",FALSE,"other telecommunications services"
"6695","data processing, hosting, and related services",FALSE,"data processing, hosting, and related services"
"6770","libraries and archives",FALSE,"libraries and archives"
"6780","other information services",FALSE,"other information services"
"6870","banking and related activities",FALSE,"banking and related activities"
"6880","savings institutions, including credit unions",FALSE,"savings institutions, including credit unions"
"6890","non-depository credit and related activities",FALSE,"non-depository credit and related activities"
"6970","securities, commodities, funds, trusts, and other financial investments",FALSE,"securities, commodities, funds, trusts, and other financial investments"
"6990","insurance carriers and related activities",FALSE,"insurance carriers and related activities"
"7070","real estate",FALSE,"real estate"
"7080","automotive equipment rental and leasing",FALSE,"automotive equipment rental and leasing"
"7170","video tape and disk rental",FALSE,"video tape and disk rental"
"7180","other consumer goods rental",FALSE,"other consumer goods rental"
"7190","commercial, industrial, and other intangible assets rental and leasing",FALSE,"commercial, industrial, and other intangible assets rental and leasing"
"7270","legal services",FALSE,"legal services"
"7280","accounting, tax preparation, bookkeeping, and payroll services",FALSE,"accounting, tax preparation, bookkeeping, and payroll services"
"7290","architectural, engineering, and related services",FALSE,"architectural, engineering, and related services"
"7370","specialized design services",FALSE,"specialized design services"
"7380","computer systems design and related services",FALSE,"computer systems design and related services"
"7390","management, scientific, and technical consulting services",FALSE,"management, scientific, and technical consulting services"
"7460","scientific research and development services",FALSE,"scientific research and development services"
"7470","advertising and related services",FALSE,"advertising and related services"
"7480","veterinary services",FALSE,"veterinary services"
"7490","other professional, scientific, and technical services",FALSE,"other professional, scientific, and technical services"
"7570","management of companies and enterprises",FALSE,"management of companies and enterprises"
"7580","employment services",FALSE,"employment services"
"7590","business support services",FALSE,"business support services"
"7670","travel arrangements and reservation services",FALSE,"travel arrangements and reservation services"
"7680","investigation and security services",FALSE,"investigation and security services"
"7690","services to buildings and dwellings (except cleaning during construction and immediately after construction)",FALSE,"services to buildings and dwellings (except cleaning during construction and immediately after construction)"
"7770","landscaping services",FALSE,"landscaping services"
"7780","other administrative and other support services",FALSE,"other administrative and other support services"
"7790","waste management and remediation services",FALSE,"waste management and remediation services"
"7860","elementary and secondary schools",FALSE,"elementary and secondary schools"
"7870","colleges and universities, including junior colleges",FALSE,"colleges and universities, including junior colleges"
"7880","business, technical, and trade schools and training",FALSE,"business, technical, and trade schools and training"
"7890","other schools and instruction, and educational support services",FALSE,"other schools and instruction, and educational support services"
"7970","offices of physicians",FALSE,"offices of physicians"
"7980","offices of dentists",FALSE,"offices of dentists"
"7990","offices of chiropractors",FALSE,"offices of chiropractors"
"8070","offices of optometrists",FALSE,"offices of optometrists"
"8080","offices of other health practitioners",FALSE,"offices of other health practitioners"
"8090","outpatient care centers",FALSE,"outpatient care centers"
"8170","home health care services",FALSE,"home health care services"
"8180","other health care services",FALSE,"other health care services"
"8190","hospitals",FALSE,"hospitals"
"8270","nursing care facilities",FALSE,"nursing care facilities"
"8290","residential care facilities, without nursing",FALSE,"residential care facilities, without nursing"
"8370","individual and family services",FALSE,"individual and family services"
"8380","community food and housing, and emergency services",FALSE,"community food and housing, and emergency services"
"8390","vocational rehabilitation services",FALSE,"vocational rehabilitation services"
"8470","child day care services",FALSE,"child day care services"
"8560","independent artists, performing arts, spectator sports, and related industries",FALSE,"independent artists, performing arts, spectator sports, and related industries"
"8570","museums, art galleries, historical sites, and similar institutions",FALSE,"museums, art galleries, historical sites, and similar institutions"
"8580","bowling centers",FALSE,"bowling centers"
"8590","other amusement, gambling, and recreation industries",FALSE,"other amusement, gambling, and recreation industries"
"8660","traveler accommodation",FALSE,"traveler accommodation"
"8670","recreational vehicle parks and camps, and rooming and boarding houses",FALSE,"recreational vehicle parks and camps, and rooming and boarding houses"
"8680","restaurants and other food services",FALSE,"restaurants and other food services"
"8690","drinking places, alcoholic beverages",FALSE,"drinking places, alcoholic beverages"
"8770","automotive repair and maintenance",FALSE,"automotive repair and maintenance"
"8780","car washes",FALSE,"car washes"
"8790","electronic and precision equipment repair and maintenance",FALSE,"electronic and precision equipment repair and maintenance"
"8870","commercial and industrial machinery and equipment repair and maintenance",FALSE,"commercial and industrial machinery and equipment repair and maintenance"
"8880","personal and household goods repair and maintenance",FALSE,"personal and household goods repair and maintenance"
"8890","footwear and leather goods repair",FALSE,"footwear and leather goods repair"
"8970","barber shops",FALSE,"barber shops"
"8980","beauty salons",FALSE,"beauty salons"
"8990","nail salons and other personal care services",FALSE,"nail salons and other personal care services"
"9070","drycleaning and laundry services",FALSE,"drycleaning and laundry services"
"9080","funeral homes, cemeteries, and crematories",FALSE,"funeral homes, cemeteries, and crematories"
"9090","other personal services",FALSE,"other personal services"
"9160","religious organizations",FALSE,"religious organizations"
"9170","civic, social, advocacy organizations, and grantmaking and giving services",FALSE,"civic, social, advocacy organizations, and grantmaking and giving services"
"9180","labor unions",FALSE,"labor unions"
"9190","business, professional, political, and similar organizations",FALSE,"business, professional, political, and similar organizations"
"9290","private households",FALSE,"private households"
"9370","executive offices and legislative bodies",FALSE,"executive offices and legislative bodies"
"9380","public finance activities",FALSE,"public finance activities"
"9390","other general government and support",FALSE,"other general government and support"
"9470","justice, public order, and safety activities",FALSE,"justice, public order, and safety activities"
"9480","administration of human resource programs",FALSE,"administration of human resource programs"
"9490","administration of environmental quality and housing programs",FALSE,"administration of environmental quality and housing programs"
"9570","administration of economic programs and space research",FALSE,"administration of economic programs and space research"
"9590","national security and international affairs",FALSE,"national security and international affairs"
"9670","u. s army",FALSE,"u. s army"
"9680","u. s. air force",FALSE,"u. s. air force"
"9690","u. s. navy",FALSE,"u. s. navy"
"9770","u. s. marines",FALSE,"u. s. marines"
"9780","u. s. coast guard",FALSE,"u. s. coast guard"
"9790","u. s. armed forces, branch not specified",FALSE,"u. s. armed forces, branch not specified"
"9870","military reserves or national guard",FALSE,"military reserves or national guard"
"9880","retired",FALSE,"retired"
"9890","non-paid worker",FALSE,"non-paid worker"
"9990","insufficient information",FALSE,"insufficient information"
