"code","label","means_missing","description"
"3300","clinical laboratory technologists and technicians",FALSE,"clinical laboratory technologists and technicians"
"3310","dental hygienists",FALSE,"dental hygienists"
"3320","diagnostic related technologists and technicians",FALSE,"diagnostic related technologists and technicians"
"3400","emergency medical technicians and paramedics",FALSE,"emergency medical technicians and paramedics"
"3420","health practitioner support technologists and technicians",FALSE,"health practitioner support technologists and technicians"
"3500","licensed practical and licensed vocational nurses",FALSE,"licensed practical and licensed vocational nurses"
"3510","medical records and health information technicians",FALSE,"medical records and health information technicians"
"3520","opticians, dispensing",FALSE,"opticians, dispensing"
"3535","miscellaneous health technologists and technicians",FALSE,"miscellaneous health technologists and technicians"
"3540","other healthcare practitioners and technical occupations",FALSE,"other healthcare practitioners and technical occupations"
"3600","nursing, psychiatric, and home health aides",FALSE,"nursing, psychiatric, and home health aides"
"3610","occupational therapy assistants and aides",FALSE,"occupational therapy assistants and aides"
"3620","physical therapist assistants and aides",FALSE,"physical therapist assistants and aides"
"3630","massage therapists",FALSE,"massage therapists"
"3640","dental assistants",FALSE,"dental assistants"
"3645","medical assistants",FALSE,"medical assistants"
"3646","medical transcriptionists",FALSE,"medical transcriptionists"
"3647","pharmacy aides",FALSE,"pharmacy aides"
"3648","veterinary assistants and laboratory animal caretakers",FALSE,"veterinary assistants and laboratory animal caretakers"
"3649","phlebotomists",FALSE,"phlebotomists"
"3655","healthcare support workers, all other, including medical equipment preparers",FALSE,"healthcare support workers, all other, including medical equipment preparers"
"3700","first-line supervisors of correctional officers",FALSE,"first-line supervisors of correctional officers"
"3710","first-line supervisors of police and detectives",FALSE,"first-line supervisors of police and detectives"
"3720","first-line supervisors of fire fighting and prevention workers",FALSE,"first-line supervisors of fire fighting and prevention workers"
"3730","first-line supervisors of protective service workers, all other",FALSE,"first-line supervisors of protective service workers, all other"
"3740","firefighters",FALSE,"firefighters"
"3750","fire inspectors",FALSE,"fire inspectors"
"3800","bailiffs, correctional officers, and jailers",FALSE,"bailiffs, correctional officers, and jailers"
"3820","detectives and criminal investigators",FALSE,"detectives and criminal investigators"
"3830","fish and game wardens",FALSE,"fish and game wardens"
"3840","parking enforcement workers",FALSE,"parking enforcement workers"
"3850","police and sheriff's patrol officers",FALSE,"police and sheriff's patrol officers"
"3860","transit and railroad police",FALSE,"transit and railroad police"
"3900","animal control workers",FALSE,"animal control workers"
"3910","private detectives and investigators",FALSE,"private detectives and investigators"
"3930","security guards and gaming surveillance officers",FALSE,"security guards and gaming surveillance officers"
"3940","crossing guards",FALSE,"crossing guards"
"3945","transportation security screeners",FALSE,"transportation security screeners"
"3955","lifeguards and other recreational, and all other protective service workers",FALSE,"lifeguards and other recreational, and all other protective service workers"
"4000","chefs and head cooks",FALSE,"chefs and head cooks"
"4010","first-line supervisors of food preparation and serving workers",FALSE,"first-line supervisors of food preparation and serving workers"
"4020","cooks",FALSE,"cooks"
"4030","food preparation workers",FALSE,"food preparation workers"
"4040","bartenders",FALSE,"bartenders"
"4050","combined food preparation and serving workers, including fast food",FALSE,"combined food preparation and serving workers, including fast food"
"4060","counter attendants, cafeteria, food concession, and coffee shop",FALSE,"counter attendants, cafeteria, food concession, and coffee shop"
"4110","waiters and waitresses",FALSE,"waiters and waitresses"
"4120","food servers, nonrestaurant",FALSE,"food servers, nonrestaurant"
"4130","dining room and cafeteria attendants and bartender helpers",FALSE,"dining room and cafeteria attendants and bartender helpers"
"4140","dishwashers",FALSE,"dishwashers"
"4150","hosts and hostesses, restaurant, lounge, and coffee shop",FALSE,"hosts and hostesses, restaurant, lounge, and coffee shop"
"4160","food preparation and serving related workers, all other",FALSE,"food preparation and serving related workers, all other"
"4200","first-line supervisors of housekeeping and janitorial workers",FALSE,"first-line supervisors of housekeeping and janitorial workers"
"4210","first-line supervisors of landscaping, lawn service, and groundskeeping workers",FALSE,"first-line supervisors of landscaping, lawn service, and groundskeeping workers"
"4220","janitors and building cleaners",FALSE,"janitors and building cleaners"
"4230","maids and housekeeping cleaners",FALSE,"maids and housekeeping cleaners"
"4240","pest control workers",FALSE,"pest control workers"
"4250","grounds maintenance workers",FALSE,"grounds maintenance workers"
"4300","first-line supervisors of gaming workers",FALSE,"first-line supervisors of gaming workers"
"4320","first-line supervisors of personal service workers",FALSE,"first-line supervisors of personal service workers"
"4340","animal trainers",FALSE,"animal trainers"
"4350","nonfarm animal caretakers",FALSE,"nonfarm animal caretakers"
"4400","gaming services workers",FALSE,"gaming services workers"
"4410","motion picture projectionists",FALSE,"motion picture projectionists"
"4420","ushers, lobby attendants, and ticket takers",FALSE,"ushers, lobby attendants, and ticket takers"
"4430","miscellaneous entertainment attendants and related workers",FALSE,"miscellaneous entertainment attendants and related workers"
"4460","embalmers and funeral attendants",FALSE,"embalmers and funeral attendants"
"4465","morticians, undertakers, and funeral directors",FALSE,"morticians, undertakers, and funeral directors"
"4500","barbers",FALSE,"barbers"
"4510","hairdressers, hairstylists, and cosmetologists",FALSE,"hairdressers, hairstylists, and cosmetologists"
"4520","miscellaneous personal appearance workers",FALSE,"miscellaneous personal appearance workers"
"4530","baggage porters, bellhops, and concierges",FALSE,"baggage porters, bellhops, and concierges"
"4540","tour and travel guides",FALSE,"tour and travel guides"
"4600","childcare workers",FALSE,"childcare workers"
"4610","personal care aides",FALSE,"personal care aides"
"4620","recreation and fitness workers",FALSE,"recreation and fitness workers"
"4640","residential advisors",FALSE,"residential advisors"
"4650","personal care and service workers, all other",FALSE,"personal care and service workers, all other"
"4700","first-line supervisors of retail sales workers",FALSE,"first-line supervisors of retail sales workers"
"4710","first-line supervisors of non-retail sales workers",FALSE,"first-line supervisors of non-retail sales workers"
"4720","cashiers",FALSE,"cashiers"
"4740","counter and rental clerks",FALSE,"counter and rental clerks"
"4750","parts salespersons",FALSE,"parts salespersons"
"4760","retail salespersons",FALSE,"retail salespersons"
"4800","advertising sales agents",FALSE,"advertising sales agents"
"4810","insurance sales agents",FALSE,"insurance sales agents"
"4820","securities, commodities, and financial services sales agents",FALSE,"securities, commodities, and financial services sales agents"
"4830","travel agents",FALSE,"travel agents"
"4840","sales representatives, services, all other",FALSE,"sales representatives, services, all other"
"4850","sales representatives, wholesale and manufacturing",FALSE,"sales representatives, wholesale and manufacturing"
"4900","models, demonstrators, and product promoters",FALSE,"models, demonstrators, and product promoters"
"4920","real estate brokers and sales agents",FALSE,"real estate brokers and sales agents"
"4930","sales engineers",FALSE,"sales engineers"
"4940","telemarketers",FALSE,"telemarketers"
"4950","door-to-door sales workers, news and street vendors, and related workers",FALSE,"door-to-door sales workers, news and street vendors, and related workers"
"4965","sales and related workers, all other",FALSE,"sales and related workers, all other"
"5000","first-line supervisors of office and administrative support workers",FALSE,"first-line supervisors of office and administrative support workers"
"5010","switchboard operators, including answering service",FALSE,"switchboard operators, including answering service"
"5020","telephone operators",FALSE,"telephone operators"
"5030","communications equipment operators, all other",FALSE,"communications equipment operators, all other"
"5100","bill and account collectors",FALSE,"bill and account collectors"
"5110","billing and posting clerks",FALSE,"billing and posting clerks"
"5120","bookkeeping, accounting, and auditing clerks",FALSE,"bookkeeping, accounting, and auditing clerks"
"5130","gaming cage workers",FALSE,"gaming cage workers"
"5140","payroll and timekeeping clerks",FALSE,"payroll and timekeeping clerks"
"5150","procurement clerks",FALSE,"procurement clerks"
"5160","tellers",FALSE,"tellers"
"5165","financial clerks, all other",FALSE,"financial clerks, all other"
"5200","brokerage clerks",FALSE,"brokerage clerks"
"5210","correspondence clerks",FALSE,"correspondence clerks"
"5220","court, municipal, and license clerks",FALSE,"court, municipal, and license clerks"
"5230","credit authorizers, checkers, and clerks",FALSE,"credit authorizers, checkers, and clerks"
"5240","customer service representatives",FALSE,"customer service representatives"
"5250","eligibility interviewers, government programs",FALSE,"eligibility interviewers, government programs"
"5260","file clerks",FALSE,"file clerks"
"5300","hotel, motel, and resort desk clerks",FALSE,"hotel, motel, and resort desk clerks"
"5310","interviewers, except eligibility and loan",FALSE,"interviewers, except eligibility and loan"
"5320","library assistants, clerical",FALSE,"library assistants, clerical"
"5330","loan interviewers and clerks",FALSE,"loan interviewers and clerks"
"5340","new accounts clerks",FALSE,"new accounts clerks"
"5350","order clerks",FALSE,"order clerks"
"5360","human resources assistants, except payroll and timekeeping",FALSE,"human resources assistants, except payroll and timekeeping"
"5400","receptionists and information clerks",FALSE,"receptionists and information clerks"
"5410","reservation and transportation ticket agents and travel clerks",FALSE,"reservation and transportation ticket agents and travel clerks"
"5420","information and record clerks, all other",FALSE,"information and record clerks, all other"
"5500","cargo and freight agents",FALSE,"cargo and freight agents"
"5510","couriers and messengers",FALSE,"couriers and messengers"
"5520","dispatchers",FALSE,"dispatchers"
"5530","meter readers, utilities",FALSE,"meter readers, utilities"
"5540","postal service clerks",FALSE,"postal service clerks"
"5550","postal service mail carriers",FALSE,"postal service mail carriers"
"5560","postal service mail sorters, processors, and processing machine operators",FALSE,"postal service mail sorters, processors, and processing machine operators"
"5600","production, planning, and expediting clerks",FALSE,"production, planning, and expediting clerks"
"5610","shipping, receiving, and traffic clerks",FALSE,"shipping, receiving, and traffic clerks"
"5620","stock clerks and order fillers",FALSE,"stock clerks and order fillers"
"5630","weighers, measurers, checkers, and samplers, recordkeeping",FALSE,"weighers, measurers, checkers, and samplers, recordkeeping"
"5700","secretaries and administrative assistants",FALSE,"secretaries and administrative assistants"
"5800","computer operators",FALSE,"computer operators"
"5810","data entry keyers",FALSE,"data entry keyers"
"5820","word processors and typists",FALSE,"word processors and typists"
"5830","desktop publishers",FALSE,"desktop publishers"
"5840","insurance claims and policy processing clerks",FALSE,"insurance claims and policy processing clerks"
"5850","mail clerks and mail machine operators, except postal service",FALSE,"mail clerks and mail machine operators, except postal service"
"5860","office clerks, general",FALSE,"office clerks, general"
"5900","office machine operators, except computer",FALSE,"office machine operators, except computer"
"5910","proofreaders and copy markers",FALSE,"proofreaders and copy markers"
"5920","statistical assistants",FALSE,"statistical assistants"
"5940","office and administrative support workers, all other",FALSE,"office and administrative support workers, all other"
"6005","first-line supervisors of farming, fishing, and forestry workers",FALSE,"first-line supervisors of farming, fishing, and forestry workers"
"6010","agricultural inspectors",FALSE,"agricultural inspectors"
"6020","animal breeders",FALSE,"animal breeders"
"6040","graders and sorters, agricultural products",FALSE,"graders and sorters, agricultural products"
"6050","miscellaneous agricultural workers",FALSE,"miscellaneous agricultural workers"
"6100","fishers and related fishing workers",FALSE,"fishers and related fishing workers"
"6110","hunters and trappers",FALSE,"hunters and trappers"
"6120","forest and conservation workers",FALSE,"forest and conservation workers"
"6130","logging workers",FALSE,"logging workers"
"6200","first-line supervisors of construction trades and extraction workers",FALSE,"first-line supervisors of construction trades and extraction workers"
"6210","boilermakers",FALSE,"boilermakers"
"6220","brickmasons, blockmasons, and stonemasons",FALSE,"brickmasons, blockmasons, and stonemasons"
"6230","carpenters",FALSE,"carpenters"
"6240","carpet, floor, and tile installers and finishers",FALSE,"carpet, floor, and tile installers and finishers"
"6250","cement masons, concrete finishers, and terrazzo workers",FALSE,"cement masons, concrete finishers, and terrazzo workers"
"6260","construction laborers",FALSE,"construction laborers"
"6300","paving, surfacing, and tamping equipment operators",FALSE,"paving, surfacing, and tamping equipment operators"
"6310","pile-driver operators",FALSE,"pile-driver operators"
"6320","operating engineers and other construction equipment operators",FALSE,"operating engineers and other construction equipment operators"
"6330","drywall installers, ceiling tile installers, and tapers",FALSE,"drywall installers, ceiling tile installers, and tapers"
"6355","electricians",FALSE,"electricians"
"6360","glaziers",FALSE,"glaziers"
"6400","insulation workers",FALSE,"insulation workers"
"6420","painters, construction and maintenance",FALSE,"painters, construction and maintenance"
"6430","paperhangers",FALSE,"paperhangers"
"6440","pipelayers, plumbers, pipefitters, and steamfitters",FALSE,"pipelayers, plumbers, pipefitters, and steamfitters"
"6460","plasterers and stucco masons",FALSE,"plasterers and stucco masons"
"6500","reinforcing iron and rebar workers",FALSE,"reinforcing iron and rebar workers"
"6515","roofers",FALSE,"roofers"
"6520","sheet metal workers",FALSE,"sheet metal workers"
"6530","structural iron and steel workers",FALSE,"structural iron and steel workers"
"6540","solar photovoltaic installers",FALSE,"solar photovoltaic installers"
"6600","helpers, construction trades",FALSE,"helpers, construction trades"
"6660","construction and building inspectors",FALSE,"construction and building inspectors"
"6700","elevator installers and repairers",FALSE,"elevator installers and repairers"
"6710","fence erectors",FALSE,"fence erectors"
"6720","hazardous materials removal workers",FALSE,"hazardous materials removal workers"
"6730","highway maintenance workers",FALSE,"highway maintenance workers"
"6740","rail-track laying and maintenance equipment operators",FALSE,"rail-track laying and maintenance equipment operators"
"6750","septic tank servicers and sewer pipe cleaners",FALSE,"septic tank servicers and sewer pipe cleaners"
"6765","miscellaneous construction and related workers",FALSE,"miscellaneous construction and related workers"
"6800","derrick, rotary drill, and service unit operators, oil, gas, and mining",FALSE,"derrick, rotary drill, and service unit operators, oil, gas, and mining"
"6820","earth drillers, except oil and gas",FALSE,"earth drillers, except oil and gas"
"6830","explosives workers, ordnance handling experts, and blasters",FALSE,"explosives workers, ordnance handling experts, and blasters"
"6840","mining machine operators",FALSE,"mining machine operators"
"6910","roof bolters, mining",FALSE,"roof bolters, mining"
"6920","roustabouts, oil and gas",FALSE,"roustabouts, oil and gas"
"6930","helpers--extraction workers",FALSE,"helpers--extraction workers"
"6940","other extraction workers",FALSE,"other extraction workers"
"7000","first-line supervisors of mechanics, installers, and repairers",FALSE,"first-line supervisors of mechanics, installers, and repairers"
"7010","computer, automated teller, and office machine repairers",FALSE,"computer, automated teller, and office machine repairers"
"7020","radio and telecommunications equipment installers and repairers",FALSE,"radio and telecommunications equipment installers and repairers"
"7030","avionics technicians",FALSE,"avionics technicians"
"7040","electric motor, power tool, and related repairers",FALSE,"electric motor, power tool, and related repairers"
"7050","electrical and electronics installers and repairers, transportation equipment",FALSE,"electrical and electronics installers and repairers, transportation equipment"
"7100","electrical and electronics repairers, industrial and utility",FALSE,"electrical and electronics repairers, industrial and utility"
"7110","electronic equipment installers and repairers, motor vehicles",FALSE,"electronic equipment installers and repairers, motor vehicles"
"7120","electronic home entertainment equipment installers and repairers",FALSE,"electronic home entertainment equipment installers and repairers"
"7130","security and fire alarm systems installers",FALSE,"security and fire alarm systems installers"
"7140","aircraft mechanics and service technicians",FALSE,"aircraft mechanics and service technicians"
"7150","automotive body and related repairers",FALSE,"automotive body and related repairers"
"7160","automotive glass installers and repairers",FALSE,"automotive glass installers and repairers"
"7200","automotive service technicians and mechanics",FALSE,"automotive service technicians and mechanics"
"7210","bus and truck mechanics and diesel engine specialists",FALSE,"bus and truck mechanics and diesel engine specialists"
"7220","heavy vehicle and mobile equipment service technicians and mechanics",FALSE,"heavy vehicle and mobile equipment service technicians and mechanics"
"7240","small engine mechanics",FALSE,"small engine mechanics"
"7260","miscellaneous vehicle and mobile equipment mechanics, installers, and repairers",FALSE,"miscellaneous vehicle and mobile equipment mechanics, installers, and repairers"
"7300","control and valve installers and repairers",FALSE,"control and valve installers and repairers"
"7315","heating, air conditioning, and refrigeration mechanics and installers",FALSE,"heating, air conditioning, and refrigeration mechanics and installers"
"7320","home appliance repairers",FALSE,"home appliance repairers"
"7330","industrial and refractory machinery mechanics",FALSE,"industrial and refractory machinery mechanics"
"7340","maintenance and repair workers, general",FALSE,"maintenance and repair workers, general"
"7350","maintenance workers, machinery",FALSE,"maintenance workers, machinery"
"7360","millwrights",FALSE,"millwrights"
"7410","electrical power-line installers and repairers",FALSE,"electrical power-line installers and repairers"
"7420","telecommunications line installers and repairers",FALSE,"telecommunications line installers and repairers"
"7430","precision instrument and equipment repairers",FALSE,"precision instrument and equipment repairers"
"7440","wind turbine service technicians",FALSE,"wind turbine service technicians"
"7510","coin, vending, and amusement machine servicers and repairers",FALSE,"coin, vending, and amusement machine servicers and repairers"
"7520","commercial divers",FALSE,"commercial divers"
"7540","locksmiths and safe repairers",FALSE,"locksmiths and safe repairers"
"7550","manufactured building and mobile home installers",FALSE,"manufactured building and mobile home installers"
"7560","riggers",FALSE,"riggers"
"7600","signal and track switch repairers",FALSE,"signal and track switch repairers"
"7610","helpers--installation, maintenance, and repair workers",FALSE,"helpers--installation, maintenance, and repair workers"
"7630","other installation, maintenance, and repair workers",FALSE,"other installation, maintenance, and repair workers"
"7700","first-line supervisors of production and operating workers",FALSE,"first-line supervisors of production and operating workers"
"7710","aircraft structure, surfaces, rigging, and systems assemblers",FALSE,"aircraft structure, surfaces, rigging, and systems assemblers"
"7720","electrical, electronics, and electromechanical assemblers",FALSE,"electrical, electronics, and electromechanical assemblers"
"7730","engine and other machine assemblers",FALSE,"engine and other machine assemblers"
"7740","structural metal fabricators and fitters",FALSE,"structural metal fabricators and fitters"
"7750","miscellaneous assemblers and fabricators",FALSE,"miscellaneous assemblers and fabricators"
"7800","bakers",FALSE,"bakers"
"7810","butchers and other meat, poultry, and fish processing workers",FALSE,"butchers and other meat, poultry, and fish processing workers"
"7830","food and tobacco roasting, baking, and drying machine operators and tenders",FALSE,"food and tobacco roasting, baking, and drying machine operators and tenders"
"7840","food batchmakers",FALSE,"food batchmakers"
"7850","food cooking machine operators and tenders",FALSE,"food cooking machine operators and tenders"
"7855","food processing workers, all other",FALSE,"food processing workers, all other"
"7900","computer control programmers and operators",FALSE,"computer control programmers and operators"
